n_ton, exact_exp_homo_b, simple_exp_homo_b
736, 13.524676233811688, 13.5424
742, 13.746237311865595, 13.764100000000001
750, 14.044452222611126, 14.0625
735, 13.487924396219816, 13.505624999999998
743, 13.78333916695835, 13.801225000000002
758, 14.345867293364666, 14.364100000000002
740, 13.672183609180456, 13.689999999999998
741, 13.709185459272963, 13.727025
747, 13.932246612330617, 13.950225000000001
746, 13.894944747237357, 13.912899999999999
755, 14.232461623081155, 14.250625
751, 14.081954097704896, 14.100025
749, 14.007000350017503, 14.025025
738, 13.598329916495832, 13.616100000000001
753, 14.157107855392768, 14.175225000000003
745, 13.857692884644234, 13.875625
759, 14.383769188459423, 14.402024999999998
754, 14.194759737986901, 14.212899999999998
810, 16.383069153457686, 16.4025
818, 16.708485424271213, 16.728099999999998
835, 17.41062053102656, 17.430625000000003
828, 17.119755987799387, 17.1396
834, 17.368918445922304, 17.3889
832, 17.28566428321416, 17.3056
836, 17.452372618630935, 17.472399999999997
838, 17.536026801340068, 17.5561
837, 17.494174708735436, 17.514225
756, 14.270213510675532, 14.2884
757, 14.308015400770037, 14.326225
760, 14.421721086054303, 14.44
761, 14.45972298614931, 14.478024999999999
762, 14.497774888744434, 14.516100000000002
764, 14.574028701435068, 14.5924
766, 14.650482524126204, 14.6689
763, 14.535876793839693, 14.554225000000002
767, 14.68878443922196, 14.707225000000003
768, 14.72713635681784, 14.745599999999998
769, 14.76553827691385, 14.784025
770, 14.803990199509975, 14.8225
771, 14.84249212460623, 14.861025000000001
772, 14.881044052202606, 14.899600000000003
773, 14.91964598229912, 14.938225
775, 14.996999849992498, 15.015625
777, 15.07455372768639, 15.093225000000002
774, 14.958297914895745, 14.976899999999999
776, 15.035751787589373, 15.054400000000001
779, 15.152307615380773, 15.171025
780, 15.191259562978148, 15.21
778, 15.113405670283516, 15.1321
781, 15.230261513075654, 15.249025
783, 15.308415420771034, 15.327224999999999
784, 15.347567378368916, 15.366399999999999
785, 15.386769338466918, 15.405625
782, 15.269313465673282, 15.288100000000002
787, 15.46532326616331, 15.484225000000002
786, 15.426021301065058, 15.444900000000002
788, 15.504675233761684, 15.523599999999998
789, 15.5440772038602, 15.563024999999998
790, 15.583529176458823, 15.602500000000001
791, 15.623031151557582, 15.642025000000002
792, 15.66258312915646, 15.681600000000003
797, 15.86109305465273, 15.880224999999996
793, 15.702185109255458, 15.721224999999997
795, 15.781539076953846, 15.800625
796, 15.821291064553225, 15.8404
794, 15.74183709185459, 15.760900000000001
799, 15.940847042352114, 15.960025
801, 16.020801040051996, 16.040025
798, 15.900945047252364, 15.920099999999998
802, 16.060853042652138, 16.080099999999998
800, 15.98079903995199, 16.0
803, 16.100955047752382, 16.120224999999998
806, 16.221561078053895, 16.2409
805, 16.18130906545328, 16.200625000000002
804, 16.141107055352766, 16.1604
808, 16.30221511075554, 16.3216
807, 16.26186309315466, 16.281225
809, 16.342617130856535, 16.362025
812, 16.464123206160306, 16.4836
811, 16.42357117855892, 16.443025000000002
813, 16.504725236261805, 16.524224999999998
815, 16.5860793039652, 16.605625
814, 16.54537726886344, 16.5649
817, 16.667633381669074, 16.687224999999998
816, 16.626831341567065, 16.646400000000003
819, 16.749387469373474, 16.769025
821, 16.83134156707836, 16.851025000000003
822, 16.872393619680985, 16.8921
820, 16.79033951697584, 16.810000000000002
823, 16.91349567478374, 16.933225
824, 16.954647732386626, 16.974400000000003
826, 17.037101855092757, 17.056900000000002
825, 16.995849792489626, 17.015625
830, 17.20261013050652, 17.222500000000004
827, 17.078403920195996, 17.098225
829, 17.16115805790289, 17.181025
831, 17.244112205610293, 17.264024999999997
833, 17.327266363318177, 17.347224999999998
841, 17.6618830941547, 17.682024999999996
969, 23.45097254862743, 23.474024999999997
966, 23.305915295764777, 23.3289
968, 23.402570128506433, 23.4256
842, 17.703935196759836, 17.7241
843, 17.746037301865098, 17.766225
845, 17.83039151957598, 17.850625
846, 17.872643632181607, 17.892899999999997
847, 17.914945747287355, 17.935225
848, 17.957297864893263, 17.9776
851, 18.08465423271163, 18.105024999999998
852, 18.12720636031801, 18.1476
850, 18.042152107605382, 18.062500000000004
844, 17.78818940947048, 17.808400000000002
854, 18.212460623031134, 18.2329
853, 18.169808490424526, 18.190224999999998
849, 17.999699984999246, 18.020025
855, 18.255162758137903, 18.275625
865, 18.68493424671233, 18.705624999999998
856, 18.297914895744796, 18.318399999999997
858, 18.383569178458934, 18.4041
857, 18.340717035851792, 18.361224999999997
859, 18.426471323566183, 18.447025
866, 18.72818640932046, 18.7489
860, 18.46942347117356, 18.49
2225
864, 18.641732086604325, 18.6624
863, 18.598579928996447, 18.619225
861, 18.512425621281057, 18.533025
862, 18.55547777388869, 18.5761
870, 18.90169508475424, 18.9225
840, 17.61988099404969, 17.64
868, 18.814840742037088, 18.8356
871, 18.945197259862997, 18.966025
869, 18.858242912145613, 18.879025000000002
875, 19.11970598529926, 19.140624999999996
873, 19.032351617580883, 19.053225
872, 18.988749437471874, 19.0096
874, 19.076003800190016, 19.096900000000005
876, 19.16345817290864, 19.1844
877, 19.20726036301814, 19.228225
839, 17.577928896444813, 17.598025
882, 19.427021351067538, 19.4481
881, 19.382969148457427, 19.404024999999997
970, 23.49942497124856, 23.5225
967, 23.354217710885543, 23.377224999999996
885, 19.559477973898694, 19.580624999999998
879, 19.29501475073753, 19.316025000000003
878, 19.251112555627767, 19.272100000000002
887, 19.64803240162008, 19.669225
884, 19.51527576378819, 19.536400000000004
888, 19.69238461923097, 19.7136
880, 19.338966948347426, 19.36
886, 19.60373018650932, 19.6249
883, 19.471123556177808, 19.492225
889, 19.73678683934197, 19.758025000000004
894, 19.959547977398877, 19.9809
890, 19.781239061953094, 19.8025
891, 19.825741287064346, 19.847025
892, 19.87029351467574, 19.891600000000004
893, 19.914895744787223, 19.936225
895, 20.004250212510616, 20.025625
896, 20.04900245012251, 20.0704
897, 20.093804690234514, 20.115225000000002
898, 20.13865693284664, 20.160100000000003
900, 20.22851142557129, 20.25
899, 20.183559177958905, 20.205024999999996
901, 20.273513675683773, 20.295025
905, 20.45402270113506, 20.475624999999997
903, 20.363668183409157, 20.385225000000002
902, 20.31856592829642, 20.340100000000003
907, 20.54457722886144, 20.566225000000003
904, 20.408820441022055, 20.4304
906, 20.49927496374819, 20.520899999999997
911, 20.726286314315722, 20.748025
910, 20.680784039201956, 20.7025
908, 20.58992949647483, 20.611600000000003
913, 20.81744087204359, 20.839225000000003
912, 20.771838591929594, 20.7936
915, 20.908795439771996, 20.930625
909, 20.635331766588322, 20.657024999999997
917, 21.000350017500867, 21.022225000000002
916, 20.954547727386373, 20.9764
914, 20.863093154657737, 20.8849
921, 21.184059202960153, 21.206025000000004
920, 21.138056902845133, 21.159999999999997
922, 21.230111505575277, 21.252100000000002
919, 21.092104605230254, 21.114024999999998
924, 21.322366118305915, 21.344399999999997
923, 21.276213810690535, 21.298225
926, 21.41482074103705, 21.4369
925, 21.368568428421423, 21.390625
927, 21.461123056152807, 21.483225000000004
918, 21.046202310115504, 21.0681
929, 21.5538776938847, 21.576024999999998
932, 21.69338466923346, 21.715600000000002
928, 21.507475373768678, 21.5296
930, 21.600330016500823, 21.622500000000002
933, 21.739986999349977, 21.762224999999994
931, 21.646832341617078, 21.669025
936, 21.880094004700236, 21.9024
935, 21.833341667083356, 21.855625
937, 21.92689634481723, 21.949225000000002
939, 22.020651032551637, 22.043024999999997
934, 21.7866393319666, 21.8089
938, 21.97374868743437, 21.9961
943, 22.208760438021898, 22.231225
940, 22.067603380169, 22.09
941, 22.114605730286506, 22.137025
0000002
942, 22.16165808290415, 22.1841
946, 22.35036751837592, 22.3729
944, 22.255912795639794, 22.2784
945, 22.30311515575779, 22.325625000000002
948, 22.44502225111254, 22.4676
951, 22.587379368968456, 22.610025
950, 22.539876993849713, 22.5625
973, 23.645082254112705, 23.668225
952, 22.634931746587316, 22.657600000000002
949, 22.492424621231056, 22.515025
957, 22.873443672183615, 22.896224999999994
953, 22.68253412670635, 22.705225
954, 22.73018650932547, 22.7529
959, 22.969198459922993, 22.992024999999998
955, 22.777888894444732, 22.800625
978, 23.888844442222105, 23.9121
960, 23.01715085754288, 23.04
962, 23.113205660283004, 23.1361
963, 23.16130806540326, 23.184224999999998
992, 24.57802890144507, 24.601599999999998
958, 22.921296064803247, 22.9441
956, 22.825641282064097, 22.8484
990, 24.478973948697426, 24.5025
964, 23.209460473023647, 23.2324
987, 24.330766538326905, 24.354224999999996
993, 24.627631381569056, 24.651225
986, 24.281464073203665, 24.304899999999996
961, 23.06515325766288, 23.088025000000002
975, 23.74243712185608, 23.765625000000004
984, 24.18300915045752, 24.2064
974, 23.693734686734334, 23.716900000000003
994, 24.677283864193214, 24.700900000000004
965, 23.25766288314416, 23.280625000000004
976, 23.791189559477964, 23.814400000000003
972, 23.596479823991196, 23.6196
977, 23.839991999599977, 23.863225
985, 24.232211610580524, 24.255625000000002
980, 23.98669933496675, 24.010000000000005
971, 23.547927396369815, 23.571025000000006
995, 24.726986349317464, 24.750625000000003
983, 24.133856692834634, 24.157225
979, 23.93774688734436, 23.961025
989, 24.429521476073795, 24.453025
988, 24.38011900595031, 24.4036
982, 24.084754237711874, 24.108099999999997
981, 24.035701785089262, 24.059025000000002
996, 24.77673883694185, 24.800399999999996
991, 24.528476423821193, 24.552024999999997
1000, 24.97624881244062, 25.000000000000004
997, 24.826541327066348, 24.850225
999, 24.926296314815744, 24.950025000000004
998, 24.876393819690982, 24.9001
