allele_count,chi_pr_values,chrom,fisher_p_n_homo_geq,fisher_p_n_homo_leq,fisher_p_two_sided,fisher_pr_values,num_heterozygotes,num_homozygotes,pos
4,,192,0,0,0,0,4,0,3
99,0.0,192,0,0,0,0,89,5,4
15,,192,0,0,0,0,15,0,25
2,,192,0,0,0,0,2,0,25
15,,193,0,0,0,0,15,0,14
22,,193,0,0,0,0,22,0,21
75,0.0,194,0,0,0,0,69,3,6
57,0.0,194,0,0,0,0,51,3,8
19,,194,0,0,0,0,19,0,11
14,,194,0,0,0,0,14,0,21
11,,195,0,0,0,0,11,0,1
26,,195,0,0,0,0,26,0,10
18,,195,0,0,0,0,18,0,16
8,,196,0,0,0,0,8,0,10
2,,196,0,0,0,0,2,0,15
56,0.0,196,0,0,0,0,50,3,18
13,,196,0,0,0,0,13,0,24
4,,196,0,0,0,0,4,0,26
7,,197,0,0,0,0,7,0,15
20,,197,0,0,0,0,20,0,21
4,,198,0,0,0,0,4,0,1
87,0.0,198,0,0,0,0,83,2,3
4,,198,0,0,0,0,4,0,15
26,,199,0,0,0,0,26,0,3
2,,199,0,0,0,0,2,0,8
26,,199,0,0,0,0,26,0,12
10,,199,0,0,0,0,10,0,14
27,,199,0,0,0,0,27,0,24
121,0.0,200,0,0,0,0,103,9,2
20,,200,0,0,0,0,20,0,2
10,,200,0,0,0,0,10,0,4
35,0.0,200,0,0,0,0,31,2,20
10,,200,0,0,0,0,10,0,20
2,,200,0,0,0,0,2,0,23
2,,202,0,0,0,0,2,0,5
5,,202,0,0,0,0,5,0,11
7,0.0,203,0,0,0,0,5,1,1
66,0.0,204,0,0,0,0,60,3,2
2,,204,0,0,0,0,2,0,6
6,,204,0,0,0,0,6,0,17
2,,204,0,0,0,0,2,0,21
5,,205,0,0,0,0,5,0,9
12,,205,0,0,0,0,12,0,26
3,,206,0,0,0,0,3,0,6
67,0.0,206,0,0,0,0,65,1,7
31,0.0,206,0,0,0,0,29,1,9
3,,206,0,0,0,0,3,0,13
2,,206,0,0,0,0,2,0,19
28,0.0,207,0,0,0,0,26,1,8
5,,207,0,0,0,0,5,0,8
15,,207,0,0,0,0,15,0,9
116,0.0,207,0,0,0,0,98,9,11
15,,207,0,0,0,0,15,0,24
7,,208,0,0,0,0,7,0,3
4,,208,0,0,0,0,4,0,4
26,,208,0,0,0,0,26,0,4
2,,208,0,0,0,0,2,0,6
5,,208,0,0,0,0,5,0,13
13,,209,0,0,0,0,13,0,4
11,,209,0,0,0,0,11,0,12
29,0.0,209,0,0,0,0,27,1,18
3,,209,0,0,0,0,3,0,21
28,,210,0,0,0,0,28,0,7
9,,210,0,0,0,0,9,0,16
3,,210,0,0,0,0,3,0,19
2,,211,0,0,0,0,2,0,7
21,,211,0,0,0,0,21,0,20
4,,211,0,0,0,0,4,0,20
30,,211,0,0,0,0,30,0,25
4,,212,0,0,0,0,4,0,13
3,,212,0,0,0,0,3,0,18
41,0.0,212,0,0,0,0,39,1,21
8,,212,0,0,0,0,8,0,23
5,,213,0,0,0,0,5,0,16
52,0.0,214,0,0,0,0,50,1,5
4,,214,0,0,0,0,4,0,9
16,,214,0,0,0,0,16,0,20
32,,214,0,0,0,0,32,0,24
2,,214,0,0,0,0,2,0,25
2,,214,0,0,0,0,2,0,26
26,,215,0,0,0,0,26,0,1
8,,215,0,0,0,0,8,0,5
5,,215,0,0,0,0,5,0,13
5,,216,0,0,0,0,5,0,7
32,,216,0,0,0,0,32,0,15
2,,216,0,0,0,0,2,0,25
6,,217,0,0,0,0,6,0,3
50,0.0,218,0,0,0,0,48,1,7
3,,218,0,0,0,0,3,0,13
5,,218,0,0,0,0,5,0,18
8,,219,0,0,0,0,8,0,11
16,,220,0,0,0,0,16,0,6
7,,220,0,0,0,0,7,0,11
2,,220,0,0,0,0,2,0,11
3,,220,0,0,0,0,3,0,20
29,,221,0,0,0,0,29,0,2
3,,221,0,0,0,0,3,0,18
23,,222,0,0,0,0,23,0,3
6,,222,0,0,0,0,6,0,3
35,,222,0,0,0,0,35,0,4
5,,222,0,0,0,0,5,0,7
2,,222,0,0,0,0,2,0,19
4,,222,0,0,0,0,4,0,22
3,,222,0,0,0,0,3,0,23
3,,223,0,0,0,0,3,0,8
16,,223,0,0,0,0,16,0,9
8,,223,0,0,0,0,8,0,10
14,,223,0,0,0,0,14,0,11
2,,223,0,0,0,0,2,0,11
25,0.0,223,0,0,0,0,23,1,17
48,0.0,224,0,0,0,0,44,2,5
20,,224,0,0,0,0,20,0,8
14,,224,0,0,0,0,14,0,12
5,,224,0,0,0,0,5,0,25
4,,225,0,0,0,0,4,0,3
30,,225,0,0,0,0,30,0,8
85,0.0,225,0,0,0,0,79,3,9
19,,225,0,0,0,0,19,0,15
4,,225,0,0,0,0,4,0,18
15,,225,0,0,0,0,15,0,19
4,,225,0,0,0,0,4,0,25
17,,226,0,0,0,0,17,0,9
10,,226,0,0,0,0,10,0,14
3,,226,0,0,0,0,3,0,14
38,0.0,226,0,0,0,0,36,1,15
48,,226,0,0,0,0,48,0,15
5,,226,0,0,0,0,5,0,19
116,0.0,226,0,0,0,0,98,9,26
2,,227,0,0,0,0,2,0,8
65,0.0,227,0,0,0,0,63,1,13
32,,227,0,0,0,0,32,0,15
26,,228,0,0,0,0,26,0,1
15,,228,0,0,0,0,15,0,2
3,,228,0,0,0,0,3,0,2
9,,228,0,0,0,0,9,0,8
7,,228,0,0,0,0,7,0,12
12,,229,0,0,0,0,12,0,2
4,,229,0,0,0,0,4,0,4
7,,229,0,0,0,0,7,0,4
15,,229,0,0,0,0,15,0,7
4,,229,0,0,0,0,4,0,9
4,,229,0,0,0,0,4,0,17
5,,230,0,0,0,0,5,0,2
5,,230,0,0,0,0,5,0,4
13,,230,0,0,0,0,13,0,25
9,,230,0,0,0,0,9,0,25
5,,230,0,0,0,0,5,0,25
33,,231,0,0,0,0,33,0,1
8,,231,0,0,0,0,8,0,19
27,0.0,231,0,0,0,0,25,1,20
5,,232,0,0,0,0,5,0,18
2,,232,0,0,0,0,2,0,18
12,,232,0,0,0,0,12,0,25
12,,233,0,0,0,0,12,0,4
21,,233,0,0,0,0,21,0,10
3,,233,0,0,0,0,3,0,18
7,,233,0,0,0,0,7,0,21
9,,233,0,0,0,0,9,0,23
11,,234,0,0,0,0,11,0,2
2,,234,0,0,0,0,2,0,9
5,,234,0,0,0,0,5,0,15
100,0.0,234,0,0,0,0,86,7,16
2,,234,0,0,0,0,2,0,16
2,,234,0,0,0,0,2,0,23
7,,235,0,0,0,0,7,0,19
8,,236,0,0,0,0,8,0,11
2,,236,0,0,0,0,2,0,12
65,0.0,237,0,0,0,0,55,5,2
21,,237,0,0,0,0,21,0,5
34,0.0,237,0,0,0,0,32,1,6
38,,237,0,0,0,0,38,0,10
3,,237,0,0,0,0,3,0,14
2,,237,0,0,0,0,2,0,22
41,,237,0,0,0,0,41,0,25
29,0.0,238,0,0,0,0,27,1,7
8,0.0,238,0,0,0,0,6,1,22
12,,238,0,0,0,0,12,0,24
6,,239,0,0,0,0,6,0,7
2,,239,0,0,0,0,2,0,8
73,0.0,239,0,0,0,0,71,1,10
3,,239,0,0,0,0,3,0,18
14,,239,0,0,0,0,14,0,24
6,,240,0,0,0,0,6,0,1
9,,240,0,0,0,0,9,0,2
45,0.0,240,0,0,0,0,43,1,3
7,,240,0,0,0,0,7,0,3
2,,241,0,0,0,0,2,0,4
7,,241,0,0,0,0,7,0,8
4,,241,0,0,0,0,4,0,10
2,,241,0,0,0,0,2,0,24
32,,241,0,0,0,0,32,0,26
4,,242,0,0,0,0,4,0,2
2,,242,0,0,0,0,2,0,5
27,0.0,242,0,0,0,0,25,1,8
13,,242,0,0,0,0,13,0,11
2,,242,0,0,0,0,2,0,25
30,,243,0,0,0,0,30,0,6
48,0.0,243,0,0,0,0,44,2,8
15,,243,0,0,0,0,15,0,11
27,,243,0,0,0,0,27,0,19
28,,243,0,0,0,0,28,0,20
34,0.0,243,0,0,0,0,32,1,21
39,0.0,243,0,0,0,0,37,1,24
3,,244,0,0,0,0,3,0,4
32,0.0,244,0,0,0,0,30,1,6
6,,244,0,0,0,0,6,0,8
9,,244,0,0,0,0,9,0,11
4,,244,0,0,0,0,4,0,16
2,,244,0,0,0,0,2,0,16
9,,244,0,0,0,0,9,0,17
44,0.0,245,0,0,0,0,38,3,6
14,,245,0,0,0,0,14,0,24
70,,245,0,0,0,0,70,0,25
2,,246,0,0,0,0,2,0,3
17,,246,0,0,0,0,17,0,11
8,,246,0,0,0,0,8,0,18
7,,246,0,0,0,0,7,0,24
3,,247,0,0,0,0,3,0,7
3,,247,0,0,0,0,3,0,10
14,,247,0,0,0,0,14,0,15
104,0.0,247,0,0,0,0,98,3,17
6,,247,0,0,0,0,6,0,23
26,,248,0,0,0,0,26,0,6
4,,248,0,0,0,0,4,0,7
13,,248,0,0,0,0,13,0,9
5,,248,0,0,0,0,5,0,19
3,,249,0,0,0,0,3,0,5
11,,249,0,0,0,0,11,0,20
19,,249,0,0,0,0,19,0,22
17,,250,0,0,0,0,17,0,4
15,,250,0,0,0,0,15,0,4
45,,250,0,0,0,0,45,0,20
20,0.0,250,0,0,0,0,18,1,26
21,,251,0,0,0,0,21,0,13
13,,251,0,0,0,0,13,0,17
14,,251,0,0,0,0,14,0,18
2,,251,0,0,0,0,2,0,25
36,,251,0,0,0,0,36,0,26
5,,252,0,0,0,0,5,0,17
22,,253,0,0,0,0,22,0,2
5,,253,0,0,0,0,5,0,8
45,0.0,253,0,0,0,0,43,1,13
4,,253,0,0,0,0,4,0,16
20,,253,0,0,0,0,20,0,19
6,,253,0,0,0,0,6,0,24
61,0.0,254,0,0,0,0,53,4,5
3,,254,0,0,0,0,3,0,13
5,,255,0,0,0,0,5,0,5
80,0.0,255,0,0,0,0,76,2,11
3,,255,0,0,0,0,3,0,12
13,,256,0,0,0,0,13,0,7
12,,256,0,0,0,0,12,0,10
17,,256,0,0,0,0,17,0,16
9,,256,0,0,0,0,9,0,21
2,,257,0,0,0,0,2,0,14
3,,257,0,0,0,0,3,0,22
10,,258,0,0,0,0,10,0,3
37,0.0,258,0,0,0,0,35,1,7
67,0.0,258,0,0,0,0,57,5,12
7,,258,0,0,0,0,7,0,20
2,,258,0,0,0,0,2,0,23
31,0.0,260,0,0,0,0,29,1,13
50,0.0,261,0,0,0,0,46,2,1
2,,261,0,0,0,0,2,0,1
3,,261,0,0,0,0,3,0,23
4,,262,0,0,0,0,4,0,3
2,,262,0,0,0,0,2,0,7
89,0.0,262,0,0,0,0,81,4,15
51,0.0,262,0,0,0,0,49,1,25
28,,263,0,0,0,0,28,0,1
52,0.0,263,0,0,0,0,48,2,5
2,,263,0,0,0,0,2,0,9
3,,263,0,0,0,0,3,0,9
3,,263,0,0,0,0,3,0,24
8,,265,0,0,0,0,8,0,7
2,,265,0,0,0,0,2,0,8
18,,265,0,0,0,0,18,0,22
49,0.0,266,0,0,0,0,43,3,16
5,,266,0,0,0,0,5,0,20
2,,267,0,0,0,0,2,0,4
13,,267,0,0,0,0,13,0,19
13,0.0,268,0,0,0,0,11,1,6
18,,268,0,0,0,0,18,0,11
2,,268,0,0,0,0,2,0,15
28,,268,0,0,0,0,28,0,21
2,,269,0,0,0,0,2,0,10
2,,269,0,0,0,0,2,0,13
38,,269,0,0,0,0,38,0,15
2,,269,0,0,0,0,2,0,16
9,,269,0,0,0,0,9,0,17
3,,269,0,0,0,0,3,0,19
3,,269,0,0,0,0,3,0,26
25,,270,0,0,0,0,25,0,2
2,,270,0,0,0,0,2,0,18
80,0.0,271,0,0,0,0,76,2,3
5,,271,0,0,0,0,5,0,6
3,,271,0,0,0,0,3,0,7
7,,271,0,0,0,0,7,0,9
12,,271,0,0,0,0,12,0,18
7,,271,0,0,0,0,7,0,23
12,,271,0,0,0,0,12,0,24
25,0.0,272,0,0,0,0,23,1,5
13,0.0,272,0,0,0,0,11,1,10
21,0.0,272,0,0,0,0,19,1,21
25,0.0,272,0,0,0,0,23,1,24
14,,273,0,0,0,0,14,0,7
2,,273,0,0,0,0,2,0,14
3,,273,0,0,0,0,3,0,21
12,,273,0,0,0,0,12,0,24
2,,273,0,0,0,0,2,0,24
2,,274,0,0,0,0,2,0,5
11,0.0,274,0,0,0,0,9,1,8
13,,274,0,0,0,0,13,0,12
11,,274,0,0,0,0,11,0,25
41,0.0,275,0,0,0,0,39,1,7
15,,275,0,0,0,0,15,0,12
7,,275,0,0,0,0,7,0,17
5,,275,0,0,0,0,5,0,23
31,,276,0,0,0,0,31,0,3
9,,276,0,0,0,0,9,0,18
6,,276,0,0,0,0,6,0,20
2,,276,0,0,0,0,2,0,24
6,,277,0,0,0,0,6,0,1
35,,277,0,0,0,0,35,0,12
4,,278,0,0,0,0,4,0,6
5,,278,0,0,0,0,5,0,10
18,,278,0,0,0,0,18,0,14
8,,278,0,0,0,0,8,0,16
40,0.0,278,0,0,0,0,38,1,24
2,,278,0,0,0,0,2,0,25
5,,279,0,0,0,0,5,0,19
19,,279,0,0,0,0,19,0,25
8,,280,0,0,0,0,8,0,5
3,,280,0,0,0,0,3,0,9
16,,280,0,0,0,0,16,0,16
4,,280,0,0,0,0,4,0,18
4,,280,0,0,0,0,4,0,20
3,,281,0,0,0,0,3,0,6
2,,281,0,0,0,0,2,0,8
2,,281,0,0,0,0,2,0,13
8,,281,0,0,0,0,8,0,19
5,,281,0,0,0,0,5,0,22
2,,282,0,0,0,0,2,0,6
6,,282,0,0,0,0,6,0,9
5,,282,0,0,0,0,5,0,17
5,,283,0,0,0,0,5,0,6
10,,283,0,0,0,0,10,0,12
9,,283,0,0,0,0,9,0,22
43,0.0,284,0,0,0,0,41,1,2
3,,284,0,0,0,0,3,0,2
2,,284,0,0,0,0,2,0,5
21,,284,0,0,0,0,21,0,8
34,0.0,284,0,0,0,0,30,2,21
3,,284,0,0,0,0,3,0,23
20,,285,0,0,0,0,20,0,8
6,,285,0,0,0,0,6,0,19
2,,285,0,0,0,0,2,0,26
2,,286,0,0,0,0,2,0,14
5,,286,0,0,0,0,5,0,21
10,,286,0,0,0,0,10,0,22
3,,287,0,0,0,0,3,0,12
63,0.0,287,0,0,0,0,61,1,18
94,0.0,287,0,0,0,0,84,5,22
2,,287,0,0,0,0,2,0,24
6,,287,0,0,0,0,6,0,26
13,,288,0,0,0,0,13,0,13
5,,288,0,0,0,0,5,0,16
59,,288,0,0,0,0,59,0,25
117,0.0,289,0,0,0,0,109,4,11
31,0.0,290,0,0,0,0,29,1,6
2,,290,0,0,0,0,2,0,19
10,,290,0,0,0,0,10,0,20
2,,291,0,0,0,0,2,0,8
13,,292,0,0,0,0,13,0,2
8,,292,0,0,0,0,8,0,2
3,,292,0,0,0,0,3,0,2
22,,292,0,0,0,0,22,0,5
22,,292,0,0,0,0,22,0,15
5,,292,0,0,0,0,5,0,15
2,,292,0,0,0,0,2,0,15
2,,292,0,0,0,0,2,0,17
7,,292,0,0,0,0,7,0,22
5,0.0,293,0,0,0,0,3,1,2
45,,293,0,0,0,0,45,0,15
4,,294,0,0,0,0,4,0,15
17,,294,0,0,0,0,17,0,17
15,,294,0,0,0,0,15,0,21
2,,295,0,0,0,0,2,0,8
7,,295,0,0,0,0,7,0,19
5,,296,0,0,0,0,5,0,13
5,,296,0,0,0,0,5,0,20
43,0.0,297,0,0,0,0,39,2,5
2,,297,0,0,0,0,2,0,15
50,0.0,297,0,0,0,0,46,2,19
88,0.0,297,0,0,0,0,80,4,26
23,,298,0,0,0,0,23,0,11
19,,299,0,0,0,0,19,0,1
5,,299,0,0,0,0,5,0,22
21,0.0,299,0,0,0,0,19,1,24
42,0.0,299,0,0,0,0,40,1,26
18,,301,0,0,0,0,18,0,3
14,,302,0,0,0,0,14,0,5
3,,302,0,0,0,0,3,0,17
5,,303,0,0,0,0,5,0,10
2,,303,0,0,0,0,2,0,11
2,,303,0,0,0,0,2,0,16
10,,303,0,0,0,0,10,0,17
33,0.0,304,0,0,0,0,31,1,14
2,,304,0,0,0,0,2,0,17
4,,304,0,0,0,0,4,0,18
2,,304,0,0,0,0,2,0,21
9,,305,0,0,0,0,9,0,4
22,,305,0,0,0,0,22,0,17
4,,305,0,0,0,0,4,0,22
70,0.0,306,0,0,0,0,58,6,2
3,,306,0,0,0,0,3,0,2
45,0.0,306,0,0,0,0,41,2,7
4,,306,0,0,0,0,4,0,8
6,,306,0,0,0,0,6,0,13
5,,307,0,0,0,0,5,0,2
4,,308,0,0,0,0,4,0,3
32,,308,0,0,0,0,32,0,10
43,0.0,308,0,0,0,0,41,1,11
41,0.0,308,0,0,0,0,39,1,15
4,,308,0,0,0,0,4,0,16
4,,308,0,0,0,0,4,0,24
3,,309,0,0,0,0,3,0,9
3,,309,0,0,0,0,3,0,10
22,,309,0,0,0,0,22,0,22
15,,309,0,0,0,0,15,0,22
64,0.0,309,0,0,0,0,60,2,23
6,,310,0,0,0,0,6,0,7
4,,311,0,0,0,0,4,0,12
21,,311,0,0,0,0,21,0,13
18,,312,0,0,0,0,18,0,4
21,,312,0,0,0,0,21,0,7
56,0.0,312,0,0,0,0,50,3,20
2,,312,0,0,0,0,2,0,21
3,,312,0,0,0,0,3,0,26
56,0.0,313,0,0,0,0,54,1,4
16,,313,0,0,0,0,16,0,5
3,,313,0,0,0,0,3,0,21
2,,313,0,0,0,0,2,0,24
2,,313,0,0,0,0,2,0,25
18,,314,0,0,0,0,18,0,24
82,,315,0,0,0,0,82,0,7
4,,315,0,0,0,0,4,0,12
58,,315,0,0,0,0,58,0,21
62,0.0,316,0,0,0,0,60,1,21
25,,316,0,0,0,0,25,0,24
43,0.0,316,0,0,0,0,41,1,25
10,,317,0,0,0,0,10,0,15
3,,317,0,0,0,0,3,0,17
4,,317,0,0,0,0,4,0,18
44,,317,0,0,0,0,44,0,20
31,0.0,317,0,0,0,0,29,1,21
4,,317,0,0,0,0,4,0,22
31,0.0,317,0,0,0,0,29,1,26
34,0.0,318,0,0,0,0,32,1,5
6,,318,0,0,0,0,6,0,5
37,,318,0,0,0,0,37,0,10
20,,318,0,0,0,0,20,0,10
29,,318,0,0,0,0,29,0,10
22,,318,0,0,0,0,22,0,17
2,,318,0,0,0,0,2,0,26
2,,319,0,0,0,0,2,0,1
96,0.0,319,0,0,0,0,84,6,18
32,,320,0,0,0,0,32,0,16
4,,320,0,0,0,0,4,0,26
5,,321,0,0,0,0,5,0,17
58,,321,0,0,0,0,58,0,24
22,0.0,322,0,0,0,0,20,1,14
3,,322,0,0,0,0,3,0,22
3,,323,0,0,0,0,3,0,3
4,,323,0,0,0,0,4,0,12
4,,323,0,0,0,0,4,0,23
17,,324,0,0,0,0,17,0,6
39,0.0,324,0,0,0,0,37,1,7
2,,324,0,0,0,0,2,0,11
20,,324,0,0,0,0,20,0,22
20,0.0,325,0,0,0,0,18,1,1
7,,325,0,0,0,0,7,0,1
23,,325,0,0,0,0,23,0,5
15,,325,0,0,0,0,15,0,6
4,,325,0,0,0,0,4,0,7
3,,325,0,0,0,0,3,0,8
24,,325,0,0,0,0,24,0,10
2,,325,0,0,0,0,2,0,20
11,,326,0,0,0,0,11,0,15
14,,327,0,0,0,0,14,0,10
43,0.0,327,0,0,0,0,41,1,12
51,0.0,327,0,0,0,0,49,1,13
3,,327,0,0,0,0,3,0,15
22,,327,0,0,0,0,22,0,23
19,,327,0,0,0,0,19,0,25
30,,328,0,0,0,0,30,0,3
6,,328,0,0,0,0,6,0,4
6,,328,0,0,0,0,6,0,21
59,,329,0,0,0,0,59,0,9
20,,329,0,0,0,0,20,0,10
11,,329,0,0,0,0,11,0,26
22,,330,0,0,0,0,22,0,2
28,,330,0,0,0,0,28,0,7
4,,331,0,0,0,0,4,0,6
2,,332,0,0,0,0,2,0,2
13,,332,0,0,0,0,13,0,6
4,,332,0,0,0,0,4,0,14
23,,332,0,0,0,0,23,0,20
2,,332,0,0,0,0,2,0,24
34,,333,0,0,0,0,34,0,13
76,0.0,333,0,0,0,0,74,1,19
12,,333,0,0,0,0,12,0,21
20,,333,0,0,0,0,20,0,22
10,,334,0,0,0,0,10,0,7
14,0.0,334,0,0,0,0,12,1,12
16,0.0,334,0,0,0,0,14,1,13
63,0.0,334,0,0,0,0,57,3,18
2,,334,0,0,0,0,2,0,20
2,,335,0,0,0,0,2,0,12
13,,335,0,0,0,0,13,0,15
6,,335,0,0,0,0,6,0,18
6,,335,0,0,0,0,6,0,26
6,,336,0,0,0,0,6,0,10
2,,337,0,0,0,0,2,0,3
13,,337,0,0,0,0,13,0,13
31,,337,0,0,0,0,31,0,16
17,,337,0,0,0,0,17,0,18
7,,337,0,0,0,0,7,0,18
2,,338,0,0,0,0,2,0,23
11,,338,0,0,0,0,11,0,25
47,0.0,339,0,0,0,0,45,1,13
4,,339,0,0,0,0,4,0,19
4,,339,0,0,0,0,4,0,24
4,,339,0,0,0,0,4,0,25
41,,340,0,0,0,0,41,0,1
124,0.0,340,0,0,0,0,106,9,1
2,,340,0,0,0,0,2,0,3
5,,340,0,0,0,0,5,0,9
35,,340,0,0,0,0,35,0,10
8,,340,0,0,0,0,8,0,13
57,0.0,340,0,0,0,0,55,1,16
5,,341,0,0,0,0,5,0,1
7,,341,0,0,0,0,7,0,16
40,0.0,341,0,0,0,0,36,2,20
10,,342,0,0,0,0,10,0,1
10,,342,0,0,0,0,10,0,3
3,,342,0,0,0,0,3,0,3
4,,342,0,0,0,0,4,0,5
20,0.0,342,0,0,0,0,18,1,10
15,0.0,342,0,0,0,0,13,1,10
11,,342,0,0,0,0,11,0,19
41,,343,0,0,0,0,41,0,8
9,,343,0,0,0,0,9,0,22
39,,343,0,0,0,0,39,0,26
3,,344,0,0,0,0,3,0,3
14,,344,0,0,0,0,14,0,8
33,0.0,344,0,0,0,0,31,1,24
30,,345,0,0,0,0,30,0,15
8,,345,0,0,0,0,8,0,16
2,,345,0,0,0,0,2,0,26
2,,346,0,0,0,0,2,0,2
33,0.0,346,0,0,0,0,31,1,4
2,,346,0,0,0,0,2,0,11
34,,346,0,0,0,0,34,0,13
33,0.0,346,0,0,0,0,31,1,26
38,,347,0,0,0,0,38,0,3
15,,347,0,0,0,0,15,0,9
9,0.0,347,0,0,0,0,7,1,26
4,,348,0,0,0,0,4,0,1
4,,348,0,0,0,0,4,0,17
58,0.0,348,0,0,0,0,56,1,18
2,,348,0,0,0,0,2,0,19
3,,348,0,0,0,0,3,0,23
3,,348,0,0,0,0,3,0,23
14,,348,0,0,0,0,14,0,26
26,,349,0,0,0,0,26,0,11
38,,349,0,0,0,0,38,0,12
5,,349,0,0,0,0,5,0,15
15,,350,0,0,0,0,15,0,3
38,0.0,350,0,0,0,0,36,1,6
3,,350,0,0,0,0,3,0,15
38,0.0,350,0,0,0,0,36,1,18
17,,350,0,0,0,0,17,0,18
19,,350,0,0,0,0,19,0,19
20,,350,0,0,0,0,20,0,20
5,,351,0,0,0,0,5,0,2
34,,351,0,0,0,0,34,0,10
17,,351,0,0,0,0,17,0,24
45,0.0,351,0,0,0,0,39,3,25
10,,352,0,0,0,0,10,0,3
24,,352,0,0,0,0,24,0,10
3,,352,0,0,0,0,3,0,10
6,,352,0,0,0,0,6,0,23
24,,352,0,0,0,0,24,0,24
29,,353,0,0,0,0,29,0,5
12,,353,0,0,0,0,12,0,5
4,,353,0,0,0,0,4,0,23
96,0.0,354,0,0,0,0,88,4,3
2,,354,0,0,0,0,2,0,8
7,,354,0,0,0,0,7,0,9
3,,355,0,0,0,0,3,0,2
7,,355,0,0,0,0,7,0,6
10,,355,0,0,0,0,10,0,6
15,,356,0,0,0,0,15,0,9
5,,356,0,0,0,0,5,0,15
2,,356,0,0,0,0,2,0,24
2,,357,0,0,0,0,2,0,1
4,,357,0,0,0,0,4,0,5
8,,357,0,0,0,0,8,0,17
120,0.0,357,0,0,0,0,104,8,26
4,,358,0,0,0,0,4,0,3
2,,358,0,0,0,0,2,0,12
44,0.0,358,0,0,0,0,40,2,14
20,,358,0,0,0,0,20,0,21
34,0.0,358,0,0,0,0,32,1,22
10,,358,0,0,0,0,10,0,25
66,,359,0,0,0,0,66,0,3
7,,359,0,0,0,0,7,0,7
2,,359,0,0,0,0,2,0,9
2,,359,0,0,0,0,2,0,23
2,,360,0,0,0,0,2,0,9
6,,360,0,0,0,0,6,0,24
10,,361,0,0,0,0,10,0,5
11,,362,0,0,0,0,11,0,13
24,0.0,362,0,0,0,0,22,1,21
3,,362,0,0,0,0,3,0,22
5,,364,0,0,0,0,5,0,2
4,,364,0,0,0,0,4,0,2
53,,364,0,0,0,0,53,0,9
56,0.0,364,0,0,0,0,54,1,13
2,,364,0,0,0,0,2,0,16
2,,364,0,0,0,0,2,0,17
4,,364,0,0,0,0,4,0,19
3,,364,0,0,0,0,3,0,21
8,,364,0,0,0,0,8,0,24
28,,364,0,0,0,0,28,0,25
31,0.0,365,0,0,0,0,29,1,5
2,,365,0,0,0,0,2,0,6
3,,365,0,0,0,0,3,0,20
7,,365,0,0,0,0,7,0,24
25,0.0,366,0,0,0,0,23,1,8
27,0.0,366,0,0,0,0,23,2,11
2,,366,0,0,0,0,2,0,14
2,,367,0,0,0,0,2,0,4
43,,367,0,0,0,0,43,0,10
7,,367,0,0,0,0,7,0,10
5,,367,0,0,0,0,5,0,14
3,,368,0,0,0,0,3,0,2
36,0.0,368,0,0,0,0,34,1,3
3,,368,0,0,0,0,3,0,3
16,,368,0,0,0,0,16,0,8
11,,368,0,0,0,0,11,0,11
3,,368,0,0,0,0,3,0,17
5,,368,0,0,0,0,5,0,18
49,0.0,368,0,0,0,0,47,1,19
112,0.0,369,0,0,0,0,90,11,8
42,0.0,369,0,0,0,0,38,2,9
43,0.0,369,0,0,0,0,41,1,13
52,0.0,369,0,0,0,0,48,2,16
28,0.0,369,0,0,0,0,26,1,18
3,,369,0,0,0,0,3,0,22
32,,369,0,0,0,0,32,0,23
33,,369,0,0,0,0,33,0,24
20,,369,0,0,0,0,20,0,25
3,,371,0,0,0,0,3,0,13
79,,372,0,0,0,0,79,0,8
7,,372,0,0,0,0,7,0,8
7,,372,0,0,0,0,7,0,9
4,,372,0,0,0,0,4,0,10
8,,372,0,0,0,0,8,0,11
22,,372,0,0,0,0,22,0,18
2,,372,0,0,0,0,2,0,20
7,,372,0,0,0,0,7,0,21
119,0.0,373,0,0,0,0,101,9,12
3,,373,0,0,0,0,3,0,20
22,,373,0,0,0,0,22,0,21
29,0.0,374,0,0,0,0,25,2,1
2,,374,0,0,0,0,2,0,2
2,,374,0,0,0,0,2,0,4
39,0.0,374,0,0,0,0,37,1,19
2,,374,0,0,0,0,2,0,19
5,,375,0,0,0,0,5,0,21
5,,376,0,0,0,0,5,0,3
5,,376,0,0,0,0,5,0,8
28,,376,0,0,0,0,28,0,9
20,,376,0,0,0,0,20,0,11
48,,376,0,0,0,0,48,0,14
5,,376,0,0,0,0,5,0,24
45,0.0,377,0,0,0,0,41,2,2
14,,377,0,0,0,0,14,0,3
38,,377,0,0,0,0,38,0,16
3,,377,0,0,0,0,3,0,21
3,,378,0,0,0,0,3,0,8
10,,378,0,0,0,0,10,0,13
2,,378,0,0,0,0,2,0,15
45,0.0,378,0,0,0,0,43,1,24
6,,379,0,0,0,0,6,0,2
3,,379,0,0,0,0,3,0,14
17,,379,0,0,0,0,17,0,23
7,,379,0,0,0,0,7,0,26
2,,380,0,0,0,0,2,0,6
6,,380,0,0,0,0,6,0,9
11,,380,0,0,0,0,11,0,9
10,,380,0,0,0,0,10,0,9
14,,380,0,0,0,0,14,0,25
4,,381,0,0,0,0,4,0,14
19,,381,0,0,0,0,19,0,19
7,,381,0,0,0,0,7,0,22
21,,381,0,0,0,0,21,0,26
2,,382,0,0,0,0,2,0,2
2,,382,0,0,0,0,2,0,13
