allele_count,chi_pr_values,chrom,fisher_p_n_homo_geq,fisher_p_n_homo_leq,fisher_p_two_sided,fisher_pr_values,num_heterozygotes,num_homozygotes,pos
12,,225,0,0,0,0,12,0,10
43,,225,0,0,0,0,43,0,13
3,,225,0,0,0,0,3,0,13
3,,225,0,0,0,0,3,0,19
4,,225,0,0,0,0,4,0,19
12,,225,0,0,0,0,12,0,22
42,,225,0,0,0,0,42,0,25
16,,226,0,0,0,0,16,0,9
3,,226,0,0,0,0,3,0,14
2,,227,0,0,0,0,2,0,7
29,,227,0,0,0,0,29,0,14
29,,227,0,0,0,0,29,0,17
9,,227,0,0,0,0,9,0,19
6,,228,0,0,0,0,6,0,1
27,,228,0,0,0,0,27,0,8
3,,228,0,0,0,0,3,0,9
27,,228,0,0,0,0,27,0,19
2,,228,0,0,0,0,2,0,20
13,,228,0,0,0,0,13,0,25
6,,229,0,0,0,0,6,0,1
2,,229,0,0,0,0,2,0,3
5,,229,0,0,0,0,5,0,17
34,,230,0,0,0,0,34,0,9
16,,230,0,0,0,0,16,0,14
3,,230,0,0,0,0,3,0,17
5,,230,0,0,0,0,5,0,25
2,,231,0,0,0,0,2,0,16
9,,231,0,0,0,0,9,0,17
4,,231,0,0,0,0,4,0,18
3,,231,0,0,0,0,3,0,25
16,,232,0,0,0,0,16,0,1
5,,232,0,0,0,0,5,0,11
19,,233,0,0,0,0,19,0,18
2,,234,0,0,0,0,2,0,9
4,,234,0,0,0,0,4,0,18
2,,234,0,0,0,0,2,0,19
4,,234,0,0,0,0,4,0,22
7,,235,0,0,0,0,7,0,19
3,,236,0,0,0,0,3,0,11
3,,236,0,0,0,0,3,0,19
13,,236,0,0,0,0,13,0,23
9,,236,0,0,0,0,9,0,26
5,,237,0,0,0,0,5,0,22
3,,237,0,0,0,0,3,0,23
8,,238,0,0,0,0,8,0,7
3,,238,0,0,0,0,3,0,24
3,,239,0,0,0,0,3,0,2
7,,239,0,0,0,0,7,0,6
14,,239,0,0,0,0,14,0,7
2,,239,0,0,0,0,2,0,16
7,,239,0,0,0,0,7,0,17
30,,240,0,0,0,0,30,0,1
2,,240,0,0,0,0,2,0,13
21,,241,0,0,0,0,21,0,4
14,0.0,241,0,0,0,0,10,2,12
2,,241,0,0,0,0,2,0,16
47,0.0,242,0,0,0,0,45,1,3
2,,242,0,0,0,0,2,0,15
4,,242,0,0,0,0,4,0,25
17,,243,0,0,0,0,17,0,9
3,,243,0,0,0,0,3,0,12
2,,243,0,0,0,0,2,0,13
3,,243,0,0,0,0,3,0,14
18,,243,0,0,0,0,18,0,18
9,,243,0,0,0,0,9,0,19
12,0.0,243,0,0,0,0,10,1,23
2,,243,0,0,0,0,2,0,24
3,,244,0,0,0,0,3,0,2
3,,244,0,0,0,0,3,0,16
3,,244,0,0,0,0,3,0,16
2,,244,0,0,0,0,2,0,19
4,,245,0,0,0,0,4,0,23
28,,246,0,0,0,0,28,0,5
5,,246,0,0,0,0,5,0,6
13,,246,0,0,0,0,13,0,14
2,,246,0,0,0,0,2,0,17
2,,246,0,0,0,0,2,0,19
2,,246,0,0,0,0,2,0,25
2,,247,0,0,0,0,2,0,5
25,,247,0,0,0,0,25,0,7
12,,247,0,0,0,0,12,0,24
3,,248,0,0,0,0,3,0,4
2,,248,0,0,0,0,2,0,9
2,,249,0,0,0,0,2,0,8
37,0.0,249,0,0,0,0,35,1,22
6,,250,0,0,0,0,6,0,4
6,,250,0,0,0,0,6,0,25
17,,250,0,0,0,0,17,0,26
54,,251,0,0,0,0,54,0,13
4,,251,0,0,0,0,4,0,14
2,,251,0,0,0,0,2,0,25
19,,252,0,0,0,0,19,0,16
5,,252,0,0,0,0,5,0,18
2,,252,0,0,0,0,2,0,23
2,,253,0,0,0,0,2,0,3
5,,253,0,0,0,0,5,0,7
3,,253,0,0,0,0,3,0,16
19,,253,0,0,0,0,19,0,22
4,,254,0,0,0,0,4,0,5
15,,254,0,0,0,0,15,0,18
17,,254,0,0,0,0,17,0,19
3,,254,0,0,0,0,3,0,19
15,,254,0,0,0,0,15,0,20
3,,254,0,0,0,0,3,0,26
11,,255,0,0,0,0,11,0,15
32,,255,0,0,0,0,32,0,18
6,,255,0,0,0,0,6,0,24
7,,256,0,0,0,0,7,0,7
2,,256,0,0,0,0,2,0,11
27,,256,0,0,0,0,27,0,22
15,,256,0,0,0,0,15,0,22
3,,256,0,0,0,0,3,0,23
25,,257,0,0,0,0,25,0,5
2,,259,0,0,0,0,2,0,2
5,,259,0,0,0,0,5,0,18
9,,259,0,0,0,0,9,0,26
3,,260,0,0,0,0,3,0,1
2,,260,0,0,0,0,2,0,7
8,,260,0,0,0,0,8,0,10
27,,260,0,0,0,0,27,0,16
35,,260,0,0,0,0,35,0,25
2,,261,0,0,0,0,2,0,26
3,,262,0,0,0,0,3,0,3
3,,263,0,0,0,0,3,0,1
43,0.0,263,0,0,0,0,41,1,3
36,,263,0,0,0,0,36,0,6
22,,263,0,0,0,0,22,0,13
2,,263,0,0,0,0,2,0,24
5,,264,0,0,0,0,5,0,21
9,,264,0,0,0,0,9,0,22
15,,264,0,0,0,0,15,0,25
3,,265,0,0,0,0,3,0,5
25,,266,0,0,0,0,25,0,1
2,,266,0,0,0,0,2,0,5
3,,266,0,0,0,0,3,0,16
2,,266,0,0,0,0,2,0,19
26,,267,0,0,0,0,26,0,9
2,,267,0,0,0,0,2,0,17
2,,268,0,0,0,0,2,0,21
3,,269,0,0,0,0,3,0,13
13,,269,0,0,0,0,13,0,14
20,,269,0,0,0,0,20,0,16
11,,269,0,0,0,0,11,0,17
8,,269,0,0,0,0,8,0,19
19,,269,0,0,0,0,19,0,26
43,,270,0,0,0,0,43,0,17
4,,270,0,0,0,0,4,0,19
7,,270,0,0,0,0,7,0,20
4,,271,0,0,0,0,4,0,8
96,,271,0,0,0,0,96,0,16
5,,271,0,0,0,0,5,0,18
10,,272,0,0,0,0,10,0,22
4,,273,0,0,0,0,4,0,13
10,,273,0,0,0,0,10,0,14
2,,273,0,0,0,0,2,0,21
5,,273,0,0,0,0,5,0,23
2,,273,0,0,0,0,2,0,24
4,,274,0,0,0,0,4,0,5
8,,274,0,0,0,0,8,0,23
11,,275,0,0,0,0,11,0,3
2,,275,0,0,0,0,2,0,8
10,,275,0,0,0,0,10,0,17
3,,276,0,0,0,0,3,0,8
6,,276,0,0,0,0,6,0,16
74,0.0,276,0,0,0,0,72,1,25
4,,276,0,0,0,0,4,0,26
3,,277,0,0,0,0,3,0,1
4,,277,0,0,0,0,4,0,4
2,,277,0,0,0,0,2,0,17
26,0.0,277,0,0,0,0,24,1,20
2,,277,0,0,0,0,2,0,23
2,,277,0,0,0,0,2,0,26
8,,278,0,0,0,0,8,0,4
30,0.0,278,0,0,0,0,28,1,5
8,,278,0,0,0,0,8,0,11
21,,278,0,0,0,0,21,0,14
20,,278,0,0,0,0,20,0,16
3,,278,0,0,0,0,3,0,18
4,,279,0,0,0,0,4,0,10
32,,279,0,0,0,0,32,0,12
13,,279,0,0,0,0,13,0,15
5,,279,0,0,0,0,5,0,21
23,,280,0,0,0,0,23,0,16
21,,280,0,0,0,0,21,0,23
15,,280,0,0,0,0,15,0,24
2,,281,0,0,0,0,2,0,4
2,,281,0,0,0,0,2,0,8
7,,281,0,0,0,0,7,0,9
17,,281,0,0,0,0,17,0,26
35,0.0,282,0,0,0,0,33,1,10
11,,282,0,0,0,0,11,0,10
7,,283,0,0,0,0,7,0,23
3,,284,0,0,0,0,3,0,2
9,,284,0,0,0,0,9,0,5
10,,284,0,0,0,0,10,0,22
4,,284,0,0,0,0,4,0,23
4,,284,0,0,0,0,4,0,23
4,,285,0,0,0,0,4,0,1
2,,285,0,0,0,0,2,0,8
38,,285,0,0,0,0,38,0,19
2,,286,0,0,0,0,2,0,2
23,,286,0,0,0,0,23,0,14
20,,286,0,0,0,0,20,0,20
17,,286,0,0,0,0,17,0,23
19,,287,0,0,0,0,19,0,12
15,,287,0,0,0,0,15,0,17
14,,287,0,0,0,0,14,0,23
44,0.0,288,0,0,0,0,42,1,16
2,,288,0,0,0,0,2,0,16
4,,289,0,0,0,0,4,0,4
46,0.0,289,0,0,0,0,42,2,6
42,,290,0,0,0,0,42,0,11
20,,290,0,0,0,0,20,0,23
2,,291,0,0,0,0,2,0,26
41,0.0,292,0,0,0,0,39,1,2
2,,292,0,0,0,0,2,0,5
2,,292,0,0,0,0,2,0,13
7,,292,0,0,0,0,7,0,17
6,,292,0,0,0,0,6,0,20
66,,293,0,0,0,0,66,0,4
3,,293,0,0,0,0,3,0,23
9,,294,0,0,0,0,9,0,7
2,,294,0,0,0,0,2,0,9
7,,294,0,0,0,0,7,0,15
47,0.0,294,0,0,0,0,45,1,21
27,,295,0,0,0,0,27,0,19
5,,295,0,0,0,0,5,0,20
13,,295,0,0,0,0,13,0,24
2,,296,0,0,0,0,2,0,3
14,,296,0,0,0,0,14,0,12
9,,296,0,0,0,0,9,0,14
38,,296,0,0,0,0,38,0,17
2,,296,0,0,0,0,2,0,26
37,0.0,297,0,0,0,0,35,1,4
44,,297,0,0,0,0,44,0,11
21,,297,0,0,0,0,21,0,19
2,,298,0,0,0,0,2,0,2
7,,298,0,0,0,0,7,0,3
17,,298,0,0,0,0,17,0,8
3,,298,0,0,0,0,3,0,8
7,,298,0,0,0,0,7,0,22
13,,299,0,0,0,0,13,0,4
3,,299,0,0,0,0,3,0,5
2,,299,0,0,0,0,2,0,9
6,,299,0,0,0,0,6,0,10
17,,299,0,0,0,0,17,0,14
21,,300,0,0,0,0,21,0,5
9,,301,0,0,0,0,9,0,5
6,,301,0,0,0,0,6,0,10
2,,301,0,0,0,0,2,0,18
21,,301,0,0,0,0,21,0,22
10,,301,0,0,0,0,10,0,26
6,,302,0,0,0,0,6,0,10
55,0.0,303,0,0,0,0,53,1,2
5,0.0,304,0,0,0,0,3,1,4
33,,304,0,0,0,0,33,0,10
3,,304,0,0,0,0,3,0,14
6,,304,0,0,0,0,6,0,16
6,,304,0,0,0,0,6,0,23
26,,305,0,0,0,0,26,0,2
26,,305,0,0,0,0,26,0,9
7,,305,0,0,0,0,7,0,16
76,,306,0,0,0,0,76,0,7
3,,306,0,0,0,0,3,0,10
4,,308,0,0,0,0,4,0,3
2,,308,0,0,0,0,2,0,16
2,,308,0,0,0,0,2,0,24
40,0.0,309,0,0,0,0,38,1,8
25,,309,0,0,0,0,25,0,9
2,,310,0,0,0,0,2,0,4
19,,310,0,0,0,0,19,0,9
10,,310,0,0,0,0,10,0,12
8,,310,0,0,0,0,8,0,14
3,,310,0,0,0,0,3,0,19
5,,310,0,0,0,0,5,0,23
42,,311,0,0,0,0,42,0,3
2,,311,0,0,0,0,2,0,7
2,,311,0,0,0,0,2,0,10
20,,311,0,0,0,0,20,0,22
34,,311,0,0,0,0,34,0,23
26,,311,0,0,0,0,26,0,26
3,,312,0,0,0,0,3,0,12
13,,312,0,0,0,0,13,0,14
4,,312,0,0,0,0,4,0,26
25,,313,0,0,0,0,25,0,9
5,,313,0,0,0,0,5,0,24
3,,314,0,0,0,0,3,0,7
2,,314,0,0,0,0,2,0,13
2,,314,0,0,0,0,2,0,20
41,,314,0,0,0,0,41,0,21
2,,315,0,0,0,0,2,0,10
15,,315,0,0,0,0,15,0,24
9,,316,0,0,0,0,9,0,23
13,,317,0,0,0,0,13,0,17
6,,317,0,0,0,0,6,0,18
24,,318,0,0,0,0,24,0,8
24,,318,0,0,0,0,24,0,8
2,,318,0,0,0,0,2,0,9
6,,318,0,0,0,0,6,0,11
41,,318,0,0,0,0,41,0,15
19,,318,0,0,0,0,19,0,24
4,,319,0,0,0,0,4,0,1
12,,319,0,0,0,0,12,0,2
16,,319,0,0,0,0,16,0,9
3,,320,0,0,0,0,3,0,22
25,,320,0,0,0,0,25,0,25
26,0.0,321,0,0,0,0,24,1,14
6,,321,0,0,0,0,6,0,15
2,,322,0,0,0,0,2,0,4
55,,322,0,0,0,0,55,0,14
3,,323,0,0,0,0,3,0,4
35,,323,0,0,0,0,35,0,11
39,,323,0,0,0,0,39,0,22
21,,323,0,0,0,0,21,0,22
6,,323,0,0,0,0,6,0,24
2,,324,0,0,0,0,2,0,5
13,,324,0,0,0,0,13,0,11
5,,324,0,0,0,0,5,0,17
14,0.0,325,0,0,0,0,12,1,18
8,,325,0,0,0,0,8,0,20
24,,326,0,0,0,0,24,0,26
13,,327,0,0,0,0,13,0,10
2,,327,0,0,0,0,2,0,17
24,,327,0,0,0,0,24,0,20
3,,327,0,0,0,0,3,0,25
7,,328,0,0,0,0,7,0,4
3,,328,0,0,0,0,3,0,17
3,,328,0,0,0,0,3,0,25
3,,329,0,0,0,0,3,0,5
24,,330,0,0,0,0,24,0,2
4,,330,0,0,0,0,4,0,2
12,,330,0,0,0,0,12,0,19
27,,330,0,0,0,0,27,0,24
5,,331,0,0,0,0,5,0,19
3,,331,0,0,0,0,3,0,26
2,,333,0,0,0,0,2,0,7
2,,334,0,0,0,0,2,0,1
14,,334,0,0,0,0,14,0,2
17,,334,0,0,0,0,17,0,4
22,,334,0,0,0,0,22,0,13
64,0.0,334,0,0,0,0,62,1,25
2,,334,0,0,0,0,2,0,25
14,,335,0,0,0,0,14,0,12
4,,335,0,0,0,0,4,0,26
9,,335,0,0,0,0,9,0,26
33,,336,0,0,0,0,33,0,8
6,,336,0,0,0,0,6,0,11
2,,336,0,0,0,0,2,0,11
4,,336,0,0,0,0,4,0,25
13,,337,0,0,0,0,13,0,3
6,,337,0,0,0,0,6,0,3
16,,337,0,0,0,0,16,0,18
2,,338,0,0,0,0,2,0,12
10,,338,0,0,0,0,10,0,18
2,,339,0,0,0,0,2,0,24
4,,339,0,0,0,0,4,0,25
4,,340,0,0,0,0,4,0,13
15,,340,0,0,0,0,15,0,23
3,,341,0,0,0,0,3,0,16
38,0.0,342,0,0,0,0,36,1,22
10,,342,0,0,0,0,10,0,24
6,,343,0,0,0,0,6,0,3
6,,343,0,0,0,0,6,0,22
4,,343,0,0,0,0,4,0,22
4,,344,0,0,0,0,4,0,20
19,0.0,344,0,0,0,0,17,1,24
4,,345,0,0,0,0,4,0,11
14,,345,0,0,0,0,14,0,11
8,,345,0,0,0,0,8,0,26
2,,346,0,0,0,0,2,0,2
6,,346,0,0,0,0,6,0,21
10,,346,0,0,0,0,10,0,21
11,,346,0,0,0,0,11,0,25
10,,347,0,0,0,0,10,0,1
2,,347,0,0,0,0,2,0,14
4,,348,0,0,0,0,4,0,1
3,,348,0,0,0,0,3,0,12
6,,348,0,0,0,0,6,0,17
17,,348,0,0,0,0,17,0,19
5,,349,0,0,0,0,5,0,1
7,,349,0,0,0,0,7,0,4
23,,349,0,0,0,0,23,0,23
22,,349,0,0,0,0,22,0,24
11,,349,0,0,0,0,11,0,26
36,0.0,350,0,0,0,0,34,1,4
3,,350,0,0,0,0,3,0,17
7,,351,0,0,0,0,7,0,1
3,,351,0,0,0,0,3,0,8
39,,351,0,0,0,0,39,0,18
2,,352,0,0,0,0,2,0,3
13,,352,0,0,0,0,13,0,7
7,,352,0,0,0,0,7,0,9
3,,352,0,0,0,0,3,0,12
17,,352,0,0,0,0,17,0,23
2,,353,0,0,0,0,2,0,3
9,,353,0,0,0,0,9,0,5
10,,353,0,0,0,0,10,0,6
7,,353,0,0,0,0,7,0,11
5,,353,0,0,0,0,5,0,23
4,,353,0,0,0,0,4,0,26
2,,354,0,0,0,0,2,0,4
31,,354,0,0,0,0,31,0,8
15,,354,0,0,0,0,15,0,8
6,,355,0,0,0,0,6,0,2
4,,355,0,0,0,0,4,0,12
8,,356,0,0,0,0,8,0,9
6,,356,0,0,0,0,6,0,11
5,,356,0,0,0,0,5,0,16
5,,358,0,0,0,0,5,0,5
2,,358,0,0,0,0,2,0,16
2,,358,0,0,0,0,2,0,25
19,,358,0,0,0,0,19,0,26
7,,359,0,0,0,0,7,0,9
16,,359,0,0,0,0,16,0,11
2,,359,0,0,0,0,2,0,16
36,0.0,359,0,0,0,0,34,1,20
5,,359,0,0,0,0,5,0,22
3,,359,0,0,0,0,3,0,23
23,,360,0,0,0,0,23,0,1
3,,360,0,0,0,0,3,0,6
3,,360,0,0,0,0,3,0,9
2,,360,0,0,0,0,2,0,12
3,,361,0,0,0,0,3,0,10
13,,361,0,0,0,0,13,0,18
6,,361,0,0,0,0,6,0,25
2,,362,0,0,0,0,2,0,1
8,,362,0,0,0,0,8,0,2
20,,362,0,0,0,0,20,0,20
25,,362,0,0,0,0,25,0,24
7,,364,0,0,0,0,7,0,6
31,,364,0,0,0,0,31,0,11
2,,364,0,0,0,0,2,0,20
3,,364,0,0,0,0,3,0,23
10,,365,0,0,0,0,10,0,8
3,,365,0,0,0,0,3,0,24
7,,366,0,0,0,0,7,0,11
2,,366,0,0,0,0,2,0,14
8,,367,0,0,0,0,8,0,14
2,,367,0,0,0,0,2,0,18
7,,368,0,0,0,0,7,0,2
5,,368,0,0,0,0,5,0,3
27,0.0,368,0,0,0,0,23,2,17
17,,369,0,0,0,0,17,0,2
10,,369,0,0,0,0,10,0,9
4,,369,0,0,0,0,4,0,20
11,,369,0,0,0,0,11,0,20
23,,369,0,0,0,0,23,0,26
3,,370,0,0,0,0,3,0,6
2,,370,0,0,0,0,2,0,7
8,,371,0,0,0,0,8,0,2
65,,371,0,0,0,0,65,0,4
9,,371,0,0,0,0,9,0,4
59,,371,0,0,0,0,59,0,11
7,,371,0,0,0,0,7,0,17
11,,371,0,0,0,0,11,0,22
2,,371,0,0,0,0,2,0,22
15,,372,0,0,0,0,15,0,9
5,,372,0,0,0,0,5,0,16
4,,372,0,0,0,0,4,0,24
5,,373,0,0,0,0,5,0,2
2,,373,0,0,0,0,2,0,4
60,0.0,373,0,0,0,0,58,1,7
5,,373,0,0,0,0,5,0,7
5,,373,0,0,0,0,5,0,15
4,,373,0,0,0,0,4,0,17
33,,374,0,0,0,0,33,0,3
13,,374,0,0,0,0,13,0,3
2,,374,0,0,0,0,2,0,14
5,,375,0,0,0,0,5,0,10
59,0.0,375,0,0,0,0,53,3,14
4,,375,0,0,0,0,4,0,21
14,,375,0,0,0,0,14,0,22
8,,375,0,0,0,0,8,0,26
22,,376,0,0,0,0,22,0,2
10,,376,0,0,0,0,10,0,9
13,,376,0,0,0,0,13,0,12
4,,376,0,0,0,0,4,0,24
5,,378,0,0,0,0,5,0,1
10,,378,0,0,0,0,10,0,13
51,,378,0,0,0,0,51,0,18
8,,379,0,0,0,0,8,0,1
6,,379,0,0,0,0,6,0,21
7,,379,0,0,0,0,7,0,25
10,,380,0,0,0,0,10,0,6
3,,380,0,0,0,0,3,0,13
32,0.0,380,0,0,0,0,30,1,14
3,,380,0,0,0,0,3,0,17
2,,380,0,0,0,0,2,0,17
26,,381,0,0,0,0,26,0,26
3,,382,0,0,0,0,3,0,13
3,,382,0,0,0,0,3,0,18
4,,383,0,0,0,0,4,0,1
10,,383,0,0,0,0,10,0,16
20,,383,0,0,0,0,20,0,22
31,,384,0,0,0,0,31,0,3
25,,384,0,0,0,0,25,0,20
7,,384,0,0,0,0,7,0,21
6,,385,0,0,0,0,6,0,2
8,,385,0,0,0,0,8,0,6
6,,385,0,0,0,0,6,0,10
10,,385,0,0,0,0,10,0,15
7,,386,0,0,0,0,7,0,1
9,,386,0,0,0,0,9,0,3
45,,386,0,0,0,0,45,0,5
4,,386,0,0,0,0,4,0,21
2,,387,0,0,0,0,2,0,11
8,,387,0,0,0,0,8,0,12
3,,387,0,0,0,0,3,0,17
4,,388,0,0,0,0,4,0,9
35,,389,0,0,0,0,35,0,3
24,,389,0,0,0,0,24,0,14
20,,389,0,0,0,0,20,0,22
10,,389,0,0,0,0,10,0,26
2,,390,0,0,0,0,2,0,3
2,,390,0,0,0,0,2,0,4
8,,391,0,0,0,0,8,0,8
3,,391,0,0,0,0,3,0,12
47,,391,0,0,0,0,47,0,26
14,,392,0,0,0,0,14,0,2
5,,392,0,0,0,0,5,0,4
31,,392,0,0,0,0,31,0,12
4,,392,0,0,0,0,4,0,12
10,,392,0,0,0,0,10,0,15
7,,393,0,0,0,0,7,0,14
5,,394,0,0,0,0,5,0,14
22,,394,0,0,0,0,22,0,25
5,,394,0,0,0,0,5,0,25
6,,395,0,0,0,0,6,0,2
4,,395,0,0,0,0,4,0,19
8,,396,0,0,0,0,8,0,4
2,,396,0,0,0,0,2,0,5
7,,396,0,0,0,0,7,0,6
9,,396,0,0,0,0,9,0,6
3,,396,0,0,0,0,3,0,12
7,,396,0,0,0,0,7,0,16
34,,396,0,0,0,0,34,0,24
2,,396,0,0,0,0,2,0,24
3,,397,0,0,0,0,3,0,6
36,0.0,397,0,0,0,0,34,1,23
17,,397,0,0,0,0,17,0,23
31,,398,0,0,0,0,31,0,2
6,,398,0,0,0,0,6,0,2
12,,398,0,0,0,0,12,0,7
19,,398,0,0,0,0,19,0,16
20,,399,0,0,0,0,20,0,7
2,,399,0,0,0,0,2,0,17
20,,400,0,0,0,0,20,0,3
6,,400,0,0,0,0,6,0,3
19,,400,0,0,0,0,19,0,12
12,,400,0,0,0,0,12,0,16
17,,400,0,0,0,0,17,0,22
6,,400,0,0,0,0,6,0,25
5,,400,0,0,0,0,5,0,25
